,FormInstanceId,ReportId,ModeId,ServiceId,CreatedDate,ActiveFl,ReportStageId,ReportYearId,ReporterId,ReportYear
0,1147225,69057,10,2,2011-09-01 06:38:52,A,6,30385,661,2011
1,1147231,69057,4,2,2011-09-01 06:38:53,A,6,30385,661,2011
2,1147237,69057,23,2,2011-09-01 06:38:53,A,6,30385,661,2011
3,1147254,69717,10,1,2011-09-01 07:57:22,A,6,30703,1375,2011
4,1147285,70124,3,1,2011-09-01 08:34:07,A,6,30927,1681,2011
5,1147293,70124,4,2,2011-09-01 08:34:07,A,6,30927,1681,2011
6,1147299,70124,10,1,2011-09-01 08:34:07,A,6,30927,1681,2011
7,1147307,70124,13,1,2011-09-01 08:34:07,A,6,30927,1681,2011
8,1147315,70124,6,1,2011-09-01 08:34:07,A,6,30927,1681,2011
9,1147323,70124,26,1,2011-09-01 08:34:07,A,6,30927,1681,2011
10,1147341,71766,23,2,2011-09-01 08:46:20,A,6,31788,10863,2011
11,1147345,71766,10,1,2011-09-01 08:46:20,A,6,31788,10863,2011
12,1147353,71766,4,1,2011-09-01 08:46:20,A,6,31788,10863,2011
13,1147391,69078,10,2,2011-09-01 09:26:01,A,6,30406,1542,2011
14,1147397,69078,4,2,2011-09-01 09:26:01,A,6,30406,1542,2011
15,1147403,69078,10,1,2011-09-01 09:26:01,A,6,30406,1542,2011
16,1147428,71033,10,2,2011-09-01 09:34:54,A,6,31271,1338,2011
17,1147435,71033,4,2,2011-09-01 09:34:54,A,6,31271,1338,2011
18,1147441,71033,4,1,2011-09-01 09:34:54,A,6,31271,1338,2011
19,1147457,71394,10,1,2011-09-01 09:37:23,A,6,31467,1599,2011
20,1147464,71394,4,1,2011-09-01 09:37:23,A,6,31467,1599,2011
21,1147481,69615,4,1,2011-09-01 10:03:03,A,6,30643,1249,2011
22,1147488,69615,10,1,2011-09-01 10:03:04,A,6,30643,1249,2011
23,1147504,69092,25,1,2011-09-01 10:05:02,A,6,30420,1672,2011
24,1147511,69092,4,2,2011-09-01 10:05:02,A,6,30420,1672,2011
25,1147546,69275,10,1,2011-09-01 10:28:53,A,6,30543,1376,2011
26,1147563,70667,4,2,2011-09-01 10:32:09,A,6,31132,1199,2011
27,1147569,70667,10,1,2011-09-01 10:32:09,A,6,31132,1199,2011
28,1147603,69045,4,2,2011-09-01 10:36:56,A,6,30373,1247,2011
29,1147609,69045,23,2,2011-09-01 10:36:57,A,6,30373,1247,2011
30,1147613,69045,10,1,2011-09-01 10:36:57,A,6,30373,1247,2011
31,1147620,69045,4,1,2011-09-01 10:36:57,A,6,30373,1247,2011
32,1147642,69276,10,1,2011-09-01 10:48:40,A,6,30544,1377,2011
33,1147670,70194,4,2,2011-09-01 10:50:42,A,6,30946,1740,2011
34,1147676,70194,23,2,2011-09-01 10:50:43,A,6,30946,1740,2011
35,1147680,70194,10,1,2011-09-01 10:50:43,A,6,30946,1740,2011
36,1147688,70194,27,2,2011-09-01 10:50:43,A,6,30946,1740,2011
37,1147695,70194,9,1,2011-09-01 10:50:43,A,6,30946,1740,2011
38,1147703,70194,26,1,2011-09-01 10:50:43,A,6,30946,1740,2011
39,1147744,71143,10,2,2011-09-01 11:04:44,A,6,31324,1524,2011
40,1147751,71143,4,2,2011-09-01 11:04:44,A,6,31324,1524,2011
41,1147757,71143,10,1,2011-09-01 11:04:44,A,6,31324,1524,2011
42,1147765,71143,3,2,2011-09-01 11:04:44,A,6,31324,1524,2011
43,1147772,71143,13,1,2011-09-01 11:04:44,A,6,31324,1524,2011
44,1147780,71143,5,2,2011-09-01 11:04:44,A,6,31324,1524,2011
45,1147787,71143,6,1,2011-09-01 11:04:44,A,6,31324,1524,2011
46,1147795,71143,9,1,2011-09-01 11:04:44,A,6,31324,1524,2011
47,1147824,71604,10,2,2011-09-01 11:19:21,A,6,31615,1638,2011
48,1147830,71604,4,2,2011-09-01 11:19:21,A,6,31615,1638,2011
49,1147836,71604,23,2,2011-09-01 11:19:21,A,6,31615,1638,2011
50,1147840,71604,10,1,2011-09-01 11:19:21,A,6,31615,1638,2011
51,1147867,69507,10,2,2011-09-01 11:25:05,A,6,30596,1647,2011
52,1147873,69507,4,2,2011-09-01 11:25:05,A,6,30596,1647,2011
53,1147879,69507,23,2,2011-09-01 11:25:05,A,6,30596,1647,2011
54,1147883,69507,10,1,2011-09-01 11:25:05,A,6,30596,1647,2011
55,1147913,69476,10,1,2011-09-01 11:48:48,A,6,30583,1634,2011
56,1147920,69476,14,1,2011-09-01 11:48:48,A,6,30583,1634,2011
57,1147927,69476,4,1,2011-09-01 11:48:48,A,6,30583,1634,2011
58,1147953,69375,10,2,2011-09-01 11:51:50,A,6,30568,1601,2011
59,1147959,69375,3,2,2011-09-01 11:51:50,A,6,30568,1601,2011
60,1147988,69231,4,1,2011-09-01 12:40:12,A,6,30509,12040,2011
61,1148013,71607,10,2,2011-09-01 13:19:03,A,6,31618,1509,2011
62,1148020,71607,14,2,2011-09-01 13:19:03,A,6,31618,1509,2011
63,1148026,71607,10,1,2011-09-01 13:19:03,A,6,31618,1509,2011
64,1148034,71607,6,1,2011-09-01 13:19:03,A,6,31618,1509,2011
65,1148042,71607,9,1,2011-09-01 13:19:03,A,6,31618,1509,2011
66,1148086,71042,10,1,2011-09-01 14:56:59,A,6,31276,1231,2011
67,1148093,71042,4,1,2011-09-01 14:56:59,A,6,31276,1231,2011
68,1148100,71042,9,1,2011-09-01 14:56:59,A,6,31276,1231,2011
69,1148127,69721,23,2,2011-09-01 15:13:34,A,6,30707,1255,2011
70,1148131,69721,10,1,2011-09-01 15:13:34,A,6,30707,1255,2011
71,1148164,71325,10,1,2011-09-01 15:51:44,A,6,31422,1704,2011
72,1148171,71325,4,1,2011-09-01 15:51:44,A,6,31422,1704,2011
73,1148195,69539,10,2,2011-09-01 15:57:15,A,6,30603,963,2011
74,1148201,69539,4,2,2011-09-01 15:57:15,A,6,30603,963,2011
75,1148207,69539,10,1,2011-09-01 15:57:15,A,6,30603,963,2011
76,1148214,69539,4,1,2011-09-01 15:57:15,A,6,30603,963,2011
77,1148259,71418,4,2,2011-09-01 17:04:34,A,6,31479,1263,2011
78,1148265,71418,10,1,2011-09-01 17:04:34,A,6,31479,1263,2011
79,1148287,66500,10,1,2011-09-01 17:57:39,A,6,28874,1743,2011
80,1148335,71608,10,2,2011-09-02 05:17:48,A,6,31619,785,2011
81,1148341,71608,4,2,2011-09-02 05:17:49,A,6,31619,785,2011
82,1148363,71387,10,1,2011-09-02 09:51:43,A,6,31460,1722,2011
83,1148370,71387,23,2,2011-09-02 09:51:44,A,6,31460,1722,2011
84,1148374,71387,4,1,2011-09-02 09:51:44,A,6,31460,1722,2011
85,1148390,69229,10,2,2011-09-02 10:07:18,A,6,30507,1516,2011
86,1148396,69229,4,2,2011-09-02 10:07:18,A,6,30507,1516,2011
87,1148402,69229,14,2,2011-09-02 10:07:18,A,6,30507,1516,2011
88,1148425,71538,10,1,2011-09-02 11:35:44,A,6,31551,1221,2011
89,1148432,71538,4,1,2011-09-02 11:35:44,A,6,31551,1221,2011
90,1148447,69371,10,1,2011-09-02 11:46:39,A,6,30564,1731,2011
91,1148454,69371,4,1,2011-09-02 11:46:39,A,6,30564,1731,2011
92,1148488,71003,10,1,2011-09-02 13:39:32,A,6,31247,1574,2011
93,1148495,71003,4,1,2011-09-02 13:39:32,A,6,31247,1574,2011
94,1148502,71003,9,1,2011-09-02 13:39:32,A,6,31247,1574,2011
95,1148522,70464,10,1,2011-09-02 14:31:46,A,6,31045,11712,2011
96,1148545,70896,10,2,2011-09-02 16:14:36,A,6,31224,1761,2011
97,1148551,70896,4,2,2011-09-02 16:14:36,A,6,31224,1761,2011
98,1148557,70896,23,2,2011-09-02 16:14:36,A,6,31224,1761,2011
99,1148561,70896,10,1,2011-09-02 16:14:36,A,6,31224,1761,2011
100,1148569,70896,6,1,2011-09-02 16:14:36,A,6,31224,1761,2011
101,1148593,71227,4,2,2011-09-02 20:50:59,A,6,31350,1961,2011
102,1148599,71227,10,1,2011-09-02 20:50:59,A,6,31350,1961,2011
103,1148607,71227,14,1,2011-09-02 20:50:59,A,6,31350,1961,2011
104,1148614,71227,5,2,2011-09-02 20:51:00,A,6,31350,1961,2011
105,1148638,69277,4,2,2011-09-03 12:24:20,A,6,30545,652,2011
106,1148644,69277,10,1,2011-09-03 12:24:21,A,6,30545,652,2011
107,1148692,69125,10,1,2011-09-06 08:22:27,A,6,30443,1631,2011
108,1148699,69125,4,1,2011-09-06 08:22:28,A,6,30443,1631,2011
109,1148724,69056,14,2,2011-09-06 09:33:41,A,6,30384,1958,2011
110,1148739,70072,4,2,2011-09-06 09:40:55,A,6,30918,1424,2011
111,1148745,70072,10,1,2011-09-06 09:40:56,A,6,30918,1424,2011
112,1148764,69636,10,2,2011-09-06 10:03:04,A,6,30651,1572,2011
113,1148770,69636,5,1,2011-09-06 10:03:04,A,6,30651,1572,2011
114,1148814,69187,10,1,2011-09-06 10:36:57,A,6,30486,1453,2011
115,1148821,69187,4,1,2011-09-06 10:36:57,A,6,30486,1453,2011
116,1148864,70050,4,1,2011-09-06 12:09:44,A,6,30905,10400,2011
117,1148871,70050,10,1,2011-09-06 12:09:44,A,6,30905,10400,2011
118,1148887,69280,10,1,2011-09-06 12:16:37,A,6,30546,1441,2011
119,1148894,69280,4,1,2011-09-06 12:16:37,A,6,30546,1441,2011
120,1148926,70649,4,1,2011-09-06 12:51:01,A,6,31126,1274,2011
121,1148969,70649,10,1,2011-09-06 13:17:02,A,6,31126,1274,2011
122,1148989,71416,10,2,2011-09-06 13:40:57,A,6,31477,1627,2011
123,1148995,71416,4,2,2011-09-06 13:40:57,A,6,31477,1627,2011
124,1149011,70049,10,1,2011-09-06 14:07:37,A,6,30904,1411,2011
125,1149018,70049,4,1,2011-09-06 14:07:37,A,6,30904,1411,2011
126,1149035,69958,4,2,2011-09-06 14:21:37,A,6,30866,1687,2011
127,1149043,70649,14,1,2011-09-06 14:59:06,A,6,31126,1274,2011
128,1149061,71734,10,2,2011-09-06 16:21:06,A,6,31742,10782,2011
129,1149071,71734,14,1,2011-09-06 16:21:06,A,6,31742,10782,2011
130,1149092,69661,10,2,2011-09-06 16:51:00,A,6,30668,10865,2011
131,1149098,69661,4,2,2011-09-06 16:51:00,A,6,30668,10865,2011
132,1149104,71734,4,2,2011-09-06 16:55:15,A,6,31742,10782,2011
133,1149120,69253,4,1,2011-09-06 17:21:18,A,6,30533,1431,2011
134,1149127,69253,10,1,2011-09-06 17:21:18,A,6,30533,1431,2011
135,1149145,69842,14,2,2011-09-06 18:00:05,A,6,30765,1651,2011
136,1149169,71492,10,1,2011-09-07 08:11:33,A,6,31523,1463,2011
137,1149176,71492,4,1,2011-09-07 08:11:33,A,6,31523,1463,2011
138,1149245,70068,10,1,2011-09-07 09:35:17,A,6,30915,1459,2011
139,1149252,70068,4,1,2011-09-07 09:35:18,A,6,30915,1459,2011
140,1149293,71258,10,2,2011-09-07 11:22:59,A,6,31388,1398,2011
141,1149299,71258,4,2,2011-09-07 11:22:59,A,6,31388,1398,2011
142,1149305,71258,10,1,2011-09-07 11:22:59,A,6,31388,1398,2011
143,1149312,71258,3,2,2011-09-07 11:22:59,A,6,31388,1398,2011
144,1149313,71258,4,1,2011-09-07 11:22:59,A,6,31388,1398,2011
145,1149335,70062,4,2,2011-09-07 11:43:21,A,6,30910,1271,2011
146,1149341,70062,10,1,2011-09-07 11:43:21,A,6,30910,1271,2011
147,1149348,70062,4,1,2011-09-07 11:43:21,A,6,30910,1271,2011
148,1149373,69189,10,2,2011-09-07 12:27:50,A,6,30488,1739,2011
149,1149379,69189,3,2,2011-09-07 12:27:50,A,6,30488,1739,2011
150,1149404,70812,10,2,2011-09-07 12:55:19,A,6,31183,1023,2011
151,1149410,70812,4,2,2011-09-07 12:55:19,A,6,31183,1023,2011
152,1149434,71245,4,2,2011-09-07 13:16:36,A,6,31360,1653,2011
153,1149440,71245,10,1,2011-09-07 13:16:36,A,6,31360,1653,2011
154,1149448,71245,25,2,2011-09-07 13:16:36,A,6,31360,1653,2011
155,1149455,71245,9,1,2011-09-07 13:16:37,A,6,31360,1653,2011
156,1149465,71245,10,2,2011-09-07 13:18:34,A,6,31360,1653,2011
157,1149486,70982,10,2,2011-09-07 13:55:16,A,6,31245,1660,2011
158,1149493,70982,4,2,2011-09-07 13:55:16,A,6,31245,1660,2011
159,1149499,70982,10,1,2011-09-07 13:55:16,A,6,31245,1660,2011
160,1149507,70982,9,1,2011-09-07 13:55:16,A,6,31245,1660,2011
161,1149525,70019,10,1,2011-09-07 13:57:07,A,6,30887,1518,2011
162,1149532,70019,4,1,2011-09-07 13:57:07,A,6,30887,1518,2011
163,1149550,69540,10,2,2011-09-07 14:10:03,A,6,30604,1471,2011
164,1149556,69540,10,1,2011-09-07 14:10:03,A,6,30604,1471,2011
165,1149563,69540,4,1,2011-09-07 14:10:54,A,6,30604,1471,2011
166,1149587,70739,10,2,2011-09-07 15:06:49,A,6,31163,1460,2011
167,1149605,70686,10,1,2011-09-07 15:09:27,A,6,31148,11686,2011
168,1149621,70983,4,2,2011-09-07 15:12:40,A,6,31246,1506,2011
169,1149627,70983,10,1,2011-09-07 15:12:40,A,6,31246,1506,2011
170,1149652,69228,23,2,2011-09-07 17:30:22,A,6,30506,1397,2011
171,1149656,69228,10,1,2011-09-07 17:30:22,A,6,30506,1397,2011
172,1149663,69228,4,1,2011-09-07 17:30:22,A,6,30506,1397,2011
173,1149681,69846,4,2,2011-09-07 17:56:52,A,6,30769,1632,2011
174,1149687,69846,23,2,2011-09-07 17:56:52,A,6,30769,1632,2011
175,1149691,69846,14,2,2011-09-07 17:56:52,A,6,30769,1632,2011
176,1149697,69846,10,1,2011-09-07 17:56:52,A,6,30769,1632,2011
177,1149747,70469,10,2,2011-09-07 19:03:36,A,6,31046,1576,2011
178,1149753,70469,4,2,2011-09-07 19:03:36,A,6,31046,1576,2011
179,1149759,70469,3,2,2011-09-07 19:03:36,A,6,31046,1576,2011
180,1149766,70469,27,2,2011-09-07 19:03:36,A,6,31046,1576,2011
181,1149796,71473,4,2,2011-09-07 20:03:55,A,6,31504,1674,2011
182,1149802,71473,10,1,2011-09-07 20:03:55,A,6,31504,1674,2011
183,1149810,71473,14,1,2011-09-07 20:03:55,A,6,31504,1674,2011
184,1149834,70739,4,2,2011-09-08 09:12:43,A,6,31163,1460,2011
185,1149915,69048,10,1,2011-09-08 11:53:22,A,6,30376,1270,2011
186,1149930,69046,10,1,2011-09-08 11:54:56,A,6,30374,1269,2011
187,1149947,71477,4,2,2011-09-08 12:02:00,A,6,31508,1565,2011
188,1149961,71477,10,2,2011-09-08 12:02:23,A,6,31508,1565,2011
189,1149977,69049,10,1,2011-09-08 12:54:43,A,6,30377,10945,2011
190,1149984,69049,4,1,2011-09-08 12:54:43,A,6,30377,10945,2011
191,1150000,69575,10,1,2011-09-08 13:03:51,A,6,30623,1349,2011
192,1150007,69575,10,2,2011-09-08 13:03:51,A,6,30623,1349,2011
193,1150032,69107,10,2,2011-09-08 13:34:10,A,6,30435,1505,2011
194,1150038,69107,24,2,2011-09-08 13:34:10,A,6,30435,1505,2011
195,1150099,71417,10,2,2011-09-08 13:38:37,A,6,31478,1510,2011
196,1150105,71417,4,2,2011-09-08 13:38:37,A,6,31478,1510,2011
197,1150111,71417,23,2,2011-09-08 13:38:37,A,6,31478,1510,2011
198,1150115,69107,4,2,2011-09-08 13:42:30,A,6,30435,1505,2011
199,1150165,71694,10,2,2011-09-08 15:22:16,A,6,31704,1545,2011
200,1150172,71694,4,2,2011-09-08 15:22:16,A,6,31704,1545,2011
201,1150217,70066,10,2,2011-09-08 19:27:34,A,6,30914,1432,2011
202,1150224,70066,4,2,2011-09-08 19:27:34,A,6,30914,1432,2011
203,1150230,70066,5,1,2011-09-08 19:27:34,A,6,30914,1432,2011
204,1150238,70066,10,1,2011-09-08 19:27:34,A,6,30914,1432,2011
205,1150247,70649,9,1,2011-09-09 07:54:59,A,6,31126,1274,2011
206,1150267,71697,10,2,2011-09-09 08:05:58,A,6,31707,1733,2011
207,1150273,71697,4,2,2011-09-09 08:05:58,A,6,31707,1733,2011
208,1150279,71697,23,2,2011-09-09 08:05:58,A,6,31707,1733,2011
209,1150283,71697,10,1,2011-09-09 08:05:58,A,6,31707,1733,2011
210,1150290,71697,4,1,2011-09-09 08:05:58,A,6,31707,1733,2011
211,1150318,67070,10,1,2011-09-09 10:06:11,A,6,29051,1200,2011
212,1150325,67070,4,1,2011-09-09 10:06:11,A,6,29051,1200,2011
213,1150343,71655,4,2,2011-09-09 11:07:12,A,6,31665,10721,2011
214,1150349,71655,10,1,2011-09-09 11:07:12,A,6,31665,10721,2011
215,1150356,71655,4,1,2011-09-09 11:08:22,A,6,31665,10721,2011
216,1150387,71786,4,2,2011-09-09 14:17:20,A,6,31806,1521,2011
217,1150393,71786,23,2,2011-09-09 14:17:20,A,6,31806,1521,2011
218,1150397,71786,10,1,2011-09-09 14:17:20,A,6,31806,1521,2011
219,1150405,71786,25,2,2011-09-09 14:17:20,A,6,31806,1521,2011
220,1150412,71786,3,2,2011-09-09 14:17:20,A,6,31806,1521,2011
221,1150419,71786,6,1,2011-09-09 14:17:20,A,6,31806,1521,2011
222,1150427,71786,4,1,2011-09-09 14:17:20,A,6,31806,1521,2011
223,1150434,71786,9,1,2011-09-09 14:17:20,A,6,31806,1521,2011
224,1150455,69246,10,2,2011-09-09 14:25:29,A,6,30527,1757,2011
225,1150461,69246,4,2,2011-09-09 14:25:30,A,6,30527,1757,2011
226,1150535,71767,14,2,2011-09-12 09:34:50,A,6,31789,761,2011
227,1150562,70814,10,1,2011-09-12 11:02:31,A,6,31184,1525,2011
228,1150569,70814,4,1,2011-09-12 11:02:31,A,6,31184,1525,2011
229,1150602,67071,10,2,2011-09-12 11:34:25,A,6,29052,1621,2011
230,1150609,67071,6,2,2011-09-12 11:34:25,A,6,29052,1621,2011
231,1150653,69094,10,1,2011-09-12 13:20:07,A,6,30422,1232,2011
232,1150660,69094,4,1,2011-09-12 13:20:07,A,6,30422,1232,2011
233,1150701,69732,23,2,2011-09-12 14:12:33,A,6,30711,1662,2011
234,1150705,69732,10,1,2011-09-12 14:12:33,A,6,30711,1662,2011
235,1150712,69732,4,1,2011-09-12 14:12:34,A,6,30711,1662,2011
236,1150737,71852,10,1,2011-09-12 16:33:13,A,1002,31843,11917,2011
237,1150744,71852,4,1,2011-09-12 16:33:13,A,1002,31843,11917,2011
238,1150774,69100,10,2,2011-09-12 18:01:49,A,6,30428,1584,2011
239,1150780,69100,4,2,2011-09-12 18:01:49,A,6,30428,1584,2011
240,1150786,69100,10,1,2011-09-12 18:01:49,A,6,30428,1584,2011
241,1150817,69070,10,1,2011-09-13 09:50:40,A,6,30398,1365,2011
242,1150824,69070,4,1,2011-09-13 09:50:40,A,6,30398,1365,2011
243,1150853,71723,4,2,2011-09-13 10:55:20,A,6,31731,1442,2011
244,1150859,71723,10,1,2011-09-13 10:55:20,A,6,31731,1442,2011
245,1150904,69078,4,1,2011-09-13 11:52:28,A,6,30406,1542,2011
246,1150926,71657,4,2,2011-09-13 12:02:48,A,6,31667,1301,2011
247,1150932,71657,23,2,2011-09-13 12:02:48,A,6,31667,1301,2011
248,1150936,71657,10,1,2011-09-13 12:02:48,A,6,31667,1301,2011
249,1150996,71246,14,2,2011-09-13 13:24:31,A,6,31361,1591,2011
250,1151012,71512,10,2,2011-09-13 13:36:28,A,6,31534,1335,2011
251,1151018,71512,4,2,2011-09-13 13:36:28,A,6,31534,1335,2011
252,1151098,69638,4,1,2011-09-13 14:35:57,A,6,30652,11584,2011
253,1151149,69634,4,2,2011-09-13 16:16:24,A,6,30649,1650,2011
254,1151155,69634,14,2,2011-09-13 16:16:24,A,6,30649,1650,2011
255,1151161,69634,10,1,2011-09-13 16:16:24,A,6,30649,1650,2011
256,1151195,71409,4,2,2011-09-13 17:45:18,A,6,31472,1639,2011
257,1151201,71409,10,1,2011-09-13 17:45:18,A,6,31472,1639,2011
258,1151208,71409,4,1,2011-09-13 17:45:18,A,6,31472,1639,2011
259,1151344,71779,23,2,2011-09-14 15:29:54,A,6,31801,1401,2011
260,1151348,71779,10,1,2011-09-14 15:29:54,A,6,31801,1401,2011
261,1151355,71779,14,1,2011-09-14 15:29:54,A,6,31801,1401,2011
262,1151362,71779,4,1,2011-09-14 15:29:54,A,6,31801,1401,2011
263,1151383,69254,10,2,2011-09-14 15:43:06,A,6,30534,830,2011
264,1151389,69254,10,1,2011-09-14 15:43:06,A,6,30534,830,2011
265,1151396,69254,4,1,2011-09-14 15:43:06,A,6,30534,830,2011
266,1151404,69575,4,2,2011-09-14 18:32:47,A,6,30623,1349,2011
267,1151425,69960,10,2,2011-09-14 19:15:30,A,6,30867,1286,2011
268,1151442,69195,4,2,2011-09-15 08:26:09,A,6,30489,1448,2011
269,1151466,69731,10,1,2011-09-15 09:04:22,A,6,30710,1416,2011
270,1151473,69731,4,1,2011-09-15 09:04:22,A,6,30710,1416,2011
271,1151515,70070,10,1,2011-09-15 10:54:05,A,6,30917,1468,2011
272,1151560,69662,4,2,2011-09-15 12:24:37,A,6,30669,1583,2011
273,1151566,69662,23,2,2011-09-15 12:24:38,A,6,30669,1583,2011
274,1151595,66813,10,2,2011-09-15 13:37:13,A,6,29009,1782,2011
275,1151601,66813,4,2,2011-09-15 13:37:14,A,6,29009,1782,2011
276,1151630,69960,4,2,2011-09-15 15:17:19,A,6,30867,1286,2011
277,1151636,69960,23,2,2011-09-15 15:17:19,A,6,30867,1286,2011
278,1151667,69722,10,2,2011-09-15 20:01:50,A,6,30708,1348,2011
279,1151701,70337,5,1,2011-09-16 11:58:30,A,6,31004,1762,2011
280,1151730,71685,10,2,2011-09-16 15:06:36,A,6,31691,1390,2011
281,1151736,71685,4,2,2011-09-16 15:06:36,A,6,31691,1390,2011
282,1151742,71685,23,2,2011-09-16 15:06:36,A,6,31691,1390,2011
283,1151746,71685,10,1,2011-09-16 15:06:36,A,6,31691,1390,2011
284,1151753,71685,4,1,2011-09-16 15:06:36,A,6,31691,1390,2011
285,1151800,66688,4,1,2011-09-16 17:50:42,A,6,28940,1604,2011
286,1151816,71260,10,1,2011-09-16 19:28:55,A,6,31390,1534,2011
287,1151824,71260,6,1,2011-09-16 19:28:55,A,6,31390,1534,2011
288,1151832,71260,4,1,2011-09-16 19:28:56,A,6,31390,1534,2011
289,1151864,69370,10,2,2011-09-19 07:38:48,A,6,30563,1776,2011
290,1151871,69370,4,2,2011-09-19 08:02:00,A,6,30563,1776,2011
291,1151954,69111,10,2,2011-09-19 12:57:54,A,6,30439,1046,2011
292,1151983,69051,10,1,2011-09-19 13:43:24,A,6,30379,1717,2011
293,1151990,69051,4,1,2011-09-19 13:43:24,A,6,30379,1717,2011
294,1152006,69802,10,1,2011-09-19 14:04:23,A,6,30726,1213,2011
295,1152013,69802,4,2,2011-09-19 14:07:03,A,6,30726,1213,2011
296,1152037,71695,4,2,2011-09-19 15:39:25,A,6,31705,1278,2011
297,1152043,71695,10,1,2011-09-19 15:39:25,A,6,31705,1278,2011
298,1152050,71695,7,1,2011-09-19 15:39:25,A,6,31705,1278,2011
299,1152058,71695,4,1,2011-09-19 15:39:25,A,6,31705,1278,2011
300,1152142,71637,10,2,2011-09-20 08:59:52,A,6,31648,1555,2011
301,1152148,71637,4,2,2011-09-20 08:59:53,A,6,31648,1555,2011
302,1152154,71637,23,2,2011-09-20 08:59:53,A,6,31648,1555,2011
303,1152158,71637,25,2,2011-09-20 08:59:53,A,6,31648,1555,2011
304,1152249,71338,10,2,2011-09-20 12:05:53,A,6,31425,1289,2011
305,1152255,71338,23,2,2011-09-20 12:05:53,A,6,31425,1289,2011
306,1152259,71338,10,1,2011-09-20 12:05:53,A,6,31425,1289,2011
307,1152311,71719,14,1,2011-09-20 13:19:10,A,6,31727,11627,2011
308,1152345,69054,3,2,2011-09-20 14:03:49,A,6,30382,1603,2011
309,1152354,69662,10,1,2011-09-20 14:14:34,A,6,30669,1583,2011
310,1152385,69881,9,2,2011-09-20 15:36:30,A,6,30805,11126,2011
311,1152455,71790,10,2,2011-09-20 16:05:14,A,6,31809,1258,2011
312,1152465,71790,10,1,2011-09-20 16:05:14,A,6,31809,1258,2011
313,1152472,71790,14,1,2011-09-20 16:05:14,A,6,31809,1258,2011
314,1152479,71790,27,2,2011-09-20 16:05:14,A,6,31809,1258,2011
315,1152486,71790,4,1,2011-09-20 16:05:14,A,6,31809,1258,2011
316,1152523,69097,25,1,2011-09-20 19:57:46,A,6,30425,1659,2011
317,1152530,69097,4,2,2011-09-20 19:57:46,A,6,30425,1659,2011
318,1152536,69097,10,1,2011-09-20 19:57:46,A,6,30425,1659,2011
319,1152557,69819,4,2,2011-09-21 08:45:14,A,6,30743,1121,2011
320,1152576,69257,4,2,2011-09-21 09:42:59,A,6,30537,1268,2011
321,1152582,69257,10,1,2011-09-21 09:42:59,A,6,30537,1268,2011
322,1152589,69257,14,1,2011-09-21 09:42:59,A,6,30537,1268,2011
323,1152625,71337,10,2,2011-09-21 10:25:26,A,6,31424,1229,2011
324,1152631,71337,4,2,2011-09-21 10:25:27,A,6,31424,1229,2011
325,1152637,71337,23,2,2011-09-21 10:25:27,A,6,31424,1229,2011
326,1152650,71827,4,1,2011-09-21 10:25:55,A,6,31816,782,2011
327,1152657,71827,10,2,2011-09-21 10:25:55,A,6,31816,782,2011
328,1152691,71476,4,2,2011-09-21 10:35:16,A,6,31507,1283,2011
329,1152697,71476,10,1,2011-09-21 10:35:16,A,6,31507,1283,2011
330,1152742,69188,10,1,2011-09-21 12:37:52,A,6,30487,1044,2011
331,1152749,69188,4,1,2011-09-21 12:37:52,A,6,30487,1044,2011
332,1152775,71244,10,1,2011-09-21 12:57:36,A,6,31359,1648,2011
333,1152782,71244,9,1,2011-09-21 12:57:36,A,6,31359,1648,2011
334,1152799,69498,10,1,2011-09-21 12:59:43,A,6,30592,1665,2011
335,1152806,69498,4,1,2011-09-21 12:59:43,A,6,30592,1665,2011
336,1152824,71636,10,2,2011-09-21 13:11:02,A,6,31647,1253,2011
337,1152830,71636,4,2,2011-09-21 13:11:02,A,6,31647,1253,2011
338,1152841,71246,10,2,2011-09-21 14:00:46,A,6,31361,1591,2011
339,1152848,71246,4,2,2011-09-21 14:00:47,A,6,31361,1591,2011
340,1152854,71246,23,2,2011-09-21 14:00:47,A,6,31361,1591,2011
341,1152858,71246,10,1,2011-09-21 14:00:47,A,6,31361,1591,2011
342,1152877,71224,4,2,2011-09-21 14:02:50,A,6,31349,1228,2011
343,1152883,71224,10,1,2011-09-21 14:02:50,A,6,31349,1228,2011
344,1152890,71224,4,1,2011-09-21 14:02:50,A,6,31349,1228,2011
345,1152965,71556,4,2,2011-09-21 15:09:31,A,6,31566,1685,2011
346,1152971,71556,10,1,2011-09-21 15:09:31,A,6,31566,1685,2011
347,1153036,71825,10,2,2011-09-21 17:30:39,A,6,31814,1569,2011
348,1153042,71825,3,1,2011-09-21 17:30:39,A,6,31814,1569,2011
349,1153050,71825,9,2,2011-09-21 17:30:39,A,6,31814,1569,2011
350,1153057,71825,4,2,2011-09-21 17:30:39,A,6,31814,1569,2011
351,1153063,71825,14,2,2011-09-21 17:30:39,A,6,31814,1569,2011
352,1153069,71825,10,1,2011-09-21 17:30:39,A,6,31814,1569,2011
353,1153077,71825,9,1,2011-09-21 17:30:39,A,6,31814,1569,2011
354,1153097,71510,4,2,2011-09-21 17:39:16,A,6,31533,1540,2011
355,1153103,71510,10,1,2011-09-21 17:39:16,A,6,31533,1540,2011
356,1153110,71510,4,1,2011-09-21 17:39:16,A,6,31533,1540,2011
